Iata,Icao,Region,Municipality,Name,IsHub,Latitude,Longitude,Elevation,Type,RunwayLength,RunwayCount,Slots,Passengers,WikiURL,Spalte1,Spalte2,Spalte3,Spalte4
EBL,ORER,IQ-AR,Arbil,Erbil International Airport,0,36.23759842,43.96319962,1341,M,13890,4,22,2687,http://en.wikipedia.org/wiki/Erbil_International_Airport,,,,
EBU,LFMH,FR-V,Saint-?ëtienne/Bouth??on,Saint-?ëtienne-Bouth??on Airport,0,45.54059982,4.296390057,1325,M,7546,1,9,1854,http://en.wikipedia.org/wiki/Saint-%C3%89tienne_-_Bouth%C3%A9on_Airport,,,,
ECN,LCEN,CY-02,Nicosia,Ercan International Airport,0,35.15470123,33.49610138,404,M,9039,1,11,1812,http://en.wikipedia.org/wiki/Ercan_International_Airport,,,,
ECP,KECP,US-FL,Panama City Beach,Northwest Florida Beaches International Airport,0,30.357106,-85.795414,69,M,10000,1,11,2083,http://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,,,,
EDL,HKEL,KE-700,Eldoret,Eldoret International Airport,0,0.404457986,35.23889923,6941,M,11480,1,12,2354,http://en.wikipedia.org/wiki/Eldoret_International_Airport,,,,
EDO,LTFD,TR-10,Edremit,Bal??kesir K??rfez Airport,0,39.55459976,27.01379967,50,M,9842,1,11,1770,http://en.wikipedia.org/wiki/Edremit_K%C3%B6rfez_Airport,,,,
EFL,LGKF,GR-23,Kefallinia Island,Kefallinia Airport,0,38.12009811,20.50049973,59,M,7992,1,9,2000,http://en.wikipedia.org/wiki/Kefalonia_Island_International_Airport,,,,
EGC,LFBE,FR-B,Bergerac/Roumani?¿re,Bergerac-Roumani?¿re Airport,0,44.82529831,0.518611014,171,M,7234,1,9,2270,http://en.wikipedia.org/wiki/Bergerac-Roumani%C3%A8re_Airport,,,,
EGE,KEGE,US-CO,Eagle,Eagle County Regional Airport,0,39.64260101,-106.9179993,6548,M,9000,2,14,2041,http://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,,,,
EGO,UUOB,RU-BEL,Belgorod,Belgorod International Airport,0,50.64379883,36.59009933,735,M,2417,2,5,2117,http://en.wikipedia.org/wiki/Belgorod_Airport,,,,
EGS,BIEG,IS-7,Egilssta??ir,Egilssta??ir Airport,0,65.28330231,-14.40139961,76,M,6562,1,8,1708,http://en.wikipedia.org/wiki/Egilssta%C3%B0ir_Airport,,,,
EGX,PAII,US-AK,Egegik,Egegik Airport,0,58.1855011,-157.375,92,M,5600,2,10,2187,http://en.wikipedia.org/wiki/Egegik_Airport,,,,
EIE,UNII,RU-KYA,Yeniseysk,Yeniseysk Airport,0,58.4742012,92.11250305,253,M,2600,1,5,2691,http://en.wikipedia.org/wiki/Yeniseysk_Airport,,,,
EIK,URKE,RU-KDA,Yeysk,Yeysk Airport,0,46.68,38.21,60,M,2600,1,5,4291,0,,,,
EIN,EHEH,NL-NB,Eindhoven,Eindhoven Airport,0,51.45009995,5.374529839,74,L,9843,1,11,14733,http://en.wikipedia.org/wiki/Eindhoven_Airport,,,,
EJH,OEWJ,SA-07,Al Wajh,Al Wajh Domestic Airport,0,26.19860077,36.47639847,66,M,10007,1,11,2125,http://en.wikipedia.org/wiki/Wedjh_Domestic_Airport,,,,
EJN,ZBEN,CN-15,Ejin Banner,Ejin Banner-Taolai Airport,0,42.0155,101.0005,3077,M,3200,1,5,2687,http://en.wikipedia.org/wiki/Ejin_Banner_Taolai_Airport,,,,
EKO,KEKO,US-NV,Elko,Elko Regional Airport,0,40.82490158,-115.7919998,5140,M,7214,2,12,2395,http://en.wikipedia.org/wiki/Elko_Regional_Airport,,,,
EKS,UHSK,RU-SAK,Shakhtersk,Shakhtyorsk Airport,0,49.19029999,142.0829926,50,M,2800,1,5,6710,0,,,,
ELD,KELD,US-AR,El Dorado,South Arkansas Regional At Goodwin Field,0,33.22100067,-92.81330109,277,M,6600,3,14,1708,http://en.wikipedia.org/wiki/South_Arkansas_Regional_Airport_at_Goodwin_Field,,,,
ELF,HSFS,SD-02,El Fasher,El Fasher Airport,0,13.61489964,25.32460022,2393,M,9744,2,13,2250,http://en.wikipedia.org/wiki/El_Fasher_Airport,,,,
ELG,DAUE,DZ-47,,El Golea Airport,0,30.57130051,2.859590054,1306,M,9843,2,13,1958,http://en.wikipedia.org/wiki/El_Golea_Airport,,,,
ELH,MYEH,BS-HI,North Eleuthera,North Eleuthera Airport,0,25.47489929,-76.6835022,13,M,6020,1,8,1895,http://en.wikipedia.org/wiki/North_Eleuthera_Airport,,,,
ELM,KELM,US-NY,Elmira/Corning,Elmira Corning Regional Airport,0,42.15990067,-76.89160156,954,M,7000,3,15,2020,http://en.wikipedia.org/wiki/Elmira-Corning_Regional_Airport,,,,
ELP,KELP,US-TX,El Paso,El Paso International Airport,0,31.80719948,-106.3779984,3959,M,12020,3,19,2800,http://en.wikipedia.org/wiki/El_Paso_International_Airport,,,,
ELQ,OEGS,SA-05,,Gassim Airport,0,26.30279922,43.7743988,2126,M,9843,1,11,2333,http://en.wikipedia.org/wiki/Gassim_Regional_Airport,,,,
ELS,FAEL,ZA-EC,East London,Ben Schoeman Airport,0,-33.03559875,27.82589912,435,M,6362,2,11,2354,http://en.wikipedia.org/wiki/East_London_Airport,,,,
ELU,DAUO,DZ-39,Guemar,Guemar Airport,0,33.51139832,6.776790142,203,M,9843,2,13,1729,http://en.wikipedia.org/wiki/Guemar_Airport,,,,
EMA,EGNX,GB-ENG,Nottingham,East Midlands Airport,0,52.83110046,-1.328060031,306,L,9491,1,11,22760,http://en.wikipedia.org/wiki/East_Midlands_Airport,,,,
EMD,YEML,AU-QLD,Emerald,Emerald Airport,0,-23.56749916,148.1790009,624,M,1900,2,5,6180,http://en.wikipedia.org/wiki/Emerald_Airport,,,,
EMK,PAEM,US-AK,Emmonak,Emmonak Airport,0,62.78609848,-164.4909973,13,M,4601,1,7,1687,http://en.wikipedia.org/wiki/Emmonak_Airport,,,,
ENF,EFET,FI-LL,Enontekio,Enontekio Airport,0,68.36260223,23.42429924,1005,M,6565,1,8,1979,https://en.wikipedia.org/wiki/Enonteki%C3%B6_Airport,,,,
ENH,ZHES,CN-42,Enshi,Enshi Airport,0,30.32029915,109.4850006,1605,M,2700,1,5,6490,http://en.wikipedia.org/wiki/Enshi_Xujiaping_Airport,,,,
ENU,DNEN,NG-EN,Enegu,Akanu Ibiam International Airport,0,6.474269867,7.56196022,466,M,7879,1,9,2187,http://en.wikipedia.org/wiki/Akanu_Ibiam_International_Airport,,,,
ENY,ZLYA,CN-61,Yan'an,Yan'an Ershilipu Airport,0,36.636902,109.554001,3100,M,3000,1,5,7167,https://en.wikipedia.org/wiki/Yan%27an_Ershilipu_Airport,,,,
EOI,EGED,GB-SCT,Eday,Eday Airport,0,59.19060135,-2.772219896,10,M,1896,2,6,2125,http://en.wikipedia.org/wiki/Eday_Airport,,,,
EPL,LFSG,FR-M,?ëpinal/Mirecourt,?ëpinal-Mirecourt Airport,0,48.32500076,6.069980145,1084,M,8858,1,10,2250,0,,,,
EPU,EEPU,EE-67,P?ñrnu,P?ñrnu Airport,0,58.41899872,24.4727993,47,M,8136,1,9,2229,http://en.wikipedia.org/wiki/P%C3%A4rnu_Airport,,,,
EQS,SAVE,AR-U,Esquel,Brigadier Antonio Parodi Airport,0,-42.90800095,-71.13950348,2621,M,7874,2,11,1958,http://es.wikipedia.org/wiki/Aeropuerto_Brigadier_General_Antonio_Parodi,,,,
ERC,LTCD,TR-24,Erzincan,Erzincan Airport,0,39.71020126,39.52700043,3783,M,9842,2,13,2291,http://en.wikipedia.org/wiki/Erzincan_Airport,,,,
ERF,EDDE,DE-TH,Erfurt,Erfurt Airport,0,50.97980118,10.95810032,1036,M,8530,1,11,1687,http://en.wikipedia.org/wiki/Erfurt_Airport,,,,
ERH,GMFK,MA-ERR,Errachidia,Moulay Ali Cherif Airport,0,31.94750023,-4.398330212,3428,M,10499,1,11,1729,http://en.wikipedia.org/wiki/Moulay_Ali_Cherif_Airport,,,,
ERL,ZBER,CN-15,Erenhot,Erenhot Saiwusu International Airport,0,43.4225,112.096667,3301,M,2800,1,5,1954,http://en.wikipedia.org/wiki/Erenhot_Saiwusu_International_Airport,,,,
ERS,FYWE,NA-KH,Windhoek,Eros Airport,0,-22.61219978,17.08040047,5575,M,7381,2,11,2229,http://en.wikipedia.org/wiki/Eros_Airport,,,,
ESL,URWI,RU-KL,Elista,Elista Airport,0,46.37390137,44.33089828,501,M,2303,2,5,2814,http://en.wikipedia.org/wiki/Elista_Airport,,,,
ESR,SCES,CL-AT,El Salvador,Ricardo Garc?¡a Posada Airport,0,-26.31110001,-69.76519775,5240,M,7546,1,9,2395,0,,,,
ETH,LLET,IL-D,Eilat,Eilat Airport,0,29.56130028,34.96009827,42,M,6234,1,8,1895,http://en.wikipedia.org/wiki/Eilat_Airport,,,,
ETR,SERO,EC-O,Santa Rosa,Santa Rosa International Airport,0,-3.441986,-79.996957,20,M,8625,1,9,2145,https://en.wikipedia.org/wiki/Santa_Rosa_International_Airport,,,,
ETZ,LFJL,FR-M,Metz / Nancy,Metz-Nancy-Lorraine Airport,0,48.98210144,6.251319885,870,M,8202,1,10,1750,http://en.wikipedia.org/wiki/Metz-Nancy-Lorraine_Airport,,,,
EUG,KEUG,US-OR,Eugene,Mahlon Sweet Field,0,44.12459946,-123.211998,374,M,8009,3,16,1979,http://en.wikipedia.org/wiki/Eugene_Airport,,,,
EUN,GMML,EH-U-A,El Aai??n,Hassan I Airport,0,27.151699,-13.2192,207,M,8861,2,12,1708,http://en.wikipedia.org/wiki/Hassan_Airport,,,,
EVG,ESND,SE-Z,,Sveg Airport,0,62.04779816,14.4229002,1178,M,5579,1,7,2145,http://en.wikipedia.org/wiki/Sveg_Airport,,,,
EVV,KEVV,US-IN,Evansville,Evansville Regional Airport,0,38.03699875,-87.53240204,418,M,8021,3,16,1791,http://en.wikipedia.org/wiki/Evansville_Regional_Airport,,,,
EWB,KEWB,US-MA,New Bedford,New Bedford Regional Airport,0,41.67610168,-70.95690155,80,M,5000,2,10,2145,http://en.wikipedia.org/wiki/New_Bedford_Regional_Airport,,,,
EWN,KEWN,US-NC,New Bern,Coastal Carolina Regional Airport,0,35.07300186,-77.04290009,18,M,6004,2,11,2375,http://en.wikipedia.org/wiki/Craven_County_Regional_Airport,,,,
EYK,USHQ,RU-KHM,,Beloyarskiy Airport,0,63.686901,66.698601,82,M,3000,1,5,2305,https://en.wikipedia.org/wiki/Beloyarsk_Airport,,,,
EYW,KEYW,US-FL,Key West,Key West International Airport,0,24.55610085,-81.75959778,3,M,4801,1,8,1895,http://en.wikipedia.org/wiki/Key_West_International_Airport,,,,
EZS,LTCA,TR-23,Elaz???,Elaz??? Airport,0,38.60689926,39.29140091,2927,M,5643,1,7,2229,http://en.wikipedia.org/wiki/Elaz%C4%B1%C4%9F_Airport,,,,
FAE,EKVG,FO-U-A,Vagar,Vagar Airport,0,62.06359863,-7.277219772,280,M,5902,1,7,1729,http://en.wikipedia.org/wiki/V%C3%A1gar_Airport,,,,
FAO,LPFR,PT-08,Faro,Faro Airport,0,37.01440048,-7.965909958,24,L,8169,1,10,21420,http://en.wikipedia.org/wiki/Faro_Airport_(Portugal),,,,
FAR,KFAR,US-ND,Fargo,Hector International Airport,0,46.92070007,-96.81580353,902,M,9000,3,16,1958,http://en.wikipedia.org/wiki/Hector_International_Airport,,,,
FAT,KFAT,US-CA,Fresno,Fresno Yosemite International Airport,0,36.77619934,-119.7180023,336,M,9217,2,15,2208,http://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,,,,
FAV,NTGF,PF-U-A,,Fakarava Airport,0,-16.05410004,-145.6569977,13,M,3871,1,5,2041,http://en.wikipedia.org/wiki/Fakarava_Airport,,,,
FAY,KFAY,US-NC,Fayetteville,Fayetteville Regional Grannis Field,0,34.99119949,-78.88030243,189,M,7712,2,12,2354,http://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,,,,
FBM,FZQA,CD-KA,Lubumbashi,Lubumbashi International Airport,0,-11.59130001,27.53089905,4295,M,10623,1,11,1750,http://en.wikipedia.org/wiki/Lubumbashi_International_Airport,,,,
FCA,KGPI,US-MT,Kalispell,Glacier Park International Airport,0,48.3105011,-114.2559967,2977,M,9007,3,16,1958,http://en.wikipedia.org/wiki/Glacier_Park_International_Airport,,,,
FDH,EDNY,DE-BW,Friedrichshafen,Friedrichshafen Airport,0,47.67129898,9.511489868,1367,M,7729,1,10,2187,http://en.wikipedia.org/wiki/Friedrichshafen_Airport,,,,
FDU,FZBO,CD-BN,,Bandundu Airport,0,-3.311320066,17.38170052,1063,M,4528,1,6,1812,http://en.wikipedia.org/wiki/Bandundu_Airport,,,,
FEN,SBFN,BR-PE,Fernando De Noronha,Fernando de Noronha Airport,0,-3.854929924,-32.4233017,193,M,6053,1,7,1708,0,,,,
FEZ,GMFF,MA-FES,Fes,Sa?»ss Airport,0,33.9272995,-4.97796011,1900,M,10499,1,11,2000,http://en.wikipedia.org/wiki/Sa%C3%AFss_Airport,,,,
FHU,KFHU,US-AZ,Fort Huachuca Sierra Vista,Sierra Vista Municipal Libby Army Air Field,0,31.58849907,-110.3440018,4719,M,12001,3,19,1687,http://en.wikipedia.org/wiki/Sierra_Vista_Municipal_Airport,,,,
FIE,EGEF,GB-SCT,Fair Isle,Fair Isle Airport,0,59.53580093,-1.628059983,223,M,1761,1,4,2312,http://en.wikipedia.org/wiki/Fair_Isle_Airport,,,,
FIH,FZAA,CD-KN,Kinshasa,Ndjili International Airport,0,-4.385749817,15.44460011,1027,M,15420,1,16,3065,http://en.wikipedia.org/wiki/Kinshasa_International_Airport,,,,
FJR,OMFJ,AE-FU,,Fujairah International Airport,0,25.11219978,56.32400131,152,M,12303,1,14,2083,http://en.wikipedia.org/wiki/Fujairah_International_Airport,,,,
FKB,EDSB,DE-BW,Baden-Baden,Karlsruhe Baden-Baden Airport,0,48.77939987,8.080499649,408,L,9787,1,12,3583,http://en.wikipedia.org/wiki/Baden_Airpark,,,,
FKI,FZIC,CD-OR,Kisangani,Bangoka International Airport,0,0.481638998,25.33799934,1417,M,11483,1,12,2333,http://en.wikipedia.org/wiki/Bangoka_International_Airport,,,,
FKS,RJSF,JP-07,Sukagawa,Fukushima Airport,0,37.22740173,140.4309998,1221,M,8202,1,9,1937,http://en.wikipedia.org/wiki/Fukushima_Airport,,,,
FLA,SKFL,CO-CAQ,Florencia,Gustavo Artunduaga Paredes Airport,0,1.58919,-75.5644,803,M,4921,1,7,2083,http://en.wikipedia.org/wiki/Gustavo_Artunduaga_Paredes_Airport,,,,
FLG,KFLG,US-AZ,Flagstaff,Flagstaff Pulliam Airport,0,35.13850021,-111.6709976,7014,M,6999,1,10,2083,http://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport,,,,
FLO,KFLO,US-SC,Florence,Florence Regional Airport,0,34.1853981,-79.72389984,146,M,6499,2,12,1729,http://en.wikipedia.org/wiki/Florence_Regional_Airport,,,,
FLR,LIRQ,IT-52,Firenze,Peretola Airport,0,43.810001,11.2051,142,M,5425,1,7,6072,http://en.wikipedia.org/wiki/Florence_Airport,_Peretola,,,
FLS,YFLI,AU-TAS,Flinders Island,Flinders Island Airport,0,-40.09170151,147.9929962,10,M,1720,2,5,4701,http://en.wikipedia.org/wiki/Flinders_Island_Airport,,,,
FLW,LPFL,PT-20,Santa Cruz das Flores,Flores Airport,0,39.45529938,-31.13139915,112,M,4593,1,6,1833,http://en.wikipedia.org/wiki/Flores_Airport,,,,
FMA,SARF,AR-P,Formosa,Formosa Airport,0,-26.2127,-58.2281,193,M,5905,1,7,2083,http://en.wikipedia.org/wiki/Formosa_International_Airport,,,,
FMI,FZRF,CD-KA,,Kalemie Airport,0,-5.875559807,29.25,2569,M,5741,1,7,2375,http://en.wikipedia.org/wiki/Kalemie_Airport,,,,
FMM,EDJA,DE-BY,Memmingen,Memmingen Allgau Airport,0,47.98880005,10.23950005,2077,M,9780,1,11,2659,http://en.wikipedia.org/wiki/Memmingen_Airport,,,,
FMO,EDDG,DE-NW,Münster,Münster Osnabrück Airport,0,52.13460159,7.684830189,160,L,7119,1,9,3666,http://en.wikipedia.org/wiki/M%C3%BCnster_Osnabr%C3%BCck_International_Airport,,,,
FNA,GFLL,SL-N,Freetown,Lungi International Airport,0,8.616439819,-13.19550037,84,M,10498,1,12,2177,http://en.wikipedia.org/wiki/Lungi_International_Airport,,,,
FNC,LPMA,PT-30,Funchal,Madeira Airport,0,32.69789886,-16.77449989,192,M,9110,1,10,4658,http://en.wikipedia.org/wiki/Madeira_Airport,,,,
FNI,LFTW,FR-K,N?«mes/Garons,N?«mes-Arles-Camargue Airport,0,43.75740051,4.416349888,309,M,8005,1,10,1708,http://en.wikipedia.org/wiki/N%C3%AEmes-Arles-Camargue_Airport,,,,
FNT,KFNT,US-MI,Flint,Bishop International Airport,0,42.9654007,-83.74359894,782,M,7849,2,13,2250,http://en.wikipedia.org/wiki/Bishop_International_Airport,,,,
FOC,ZSFZ,CN-35,Fuzhou,Fuzhou Changle International Airport,0,25.93510056,119.663002,46,L,3609,1,5,17710,http://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,,,,
FOD,KFOD,US-IA,Fort Dodge,Fort Dodge Regional Airport,0,42.55149841,-94.19259644,1156,M,6548,2,11,1958,http://en.wikipedia.org/wiki/Fort_Dodge_Regional_Airport,,,,
FOG,LIBF,IT-75,Foggia,Foggia Gino Lisa Airport,0,41.432899,15.535,265,M,4724,1,6,2187,http://en.wikipedia.org/wiki/Foggia_%22Gino_Lisa%22_Airport,,,,
FOR,SBFZ,BR-CE,Fortaleza,Pinto Martins International Airport,0,-3.776279926,-38.5326004,82,M,8350,1,10,3150,http://en.wikipedia.org/wiki/Pinto_Martins_International_Airport,,,,
FPO,MYGF,BS-FP,Freeport,Grand Bahama International Airport,0,26.55870056,-78.69560242,7,M,11019,1,12,1666,http://en.wikipedia.org/wiki/Grand_Bahama_International_Airport,,,,
FRL,LIPK,IT-45,Forl?¼ (FC),Forl?¼ Airport,0,44.194801,12.0701,97,M,7907,1,9,1812,http://en.wikipedia.org/wiki/Forl%C3%AC_Airport,,,,
FRO,ENFL,NO-14,Flor??,Flor?? Airport,0,61.58359909,5.024720192,37,M,3934,1,6,1770,http://en.wikipedia.org/wiki/Flor%C3%B8_Airport,,,,
FRS,MGTK,GT-PE,San Benito,Mundo Maya International Airport,0,16.91379929,-89.86640167,427,M,9842,1,11,2020,http://en.wikipedia.org/wiki/Mundo_Maya_International_Airport,,,,
FRW,FBFT,BW-NE,Francistown,Francistown Airport,0,-21.1595993,27.47450066,3283,M,9843,3,16,2375,http://en.wikipedia.org/wiki/Francistown_Airport,,,,
FSC,LFKF,FR-H,Figari Sud-Corse,Figari Sud-Corse Airport,0,41.50059891,9.097780228,87,M,8136,1,10,1729,http://en.wikipedia.org/wiki/Figari_Sud-Corse_Airport,,,,
FSD,KFSD,US-SD,Sioux Falls,Joe Foss Field Airport,0,43.58200073,-96.74189758,1429,M,8999,3,16,2312,http://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport,,,,
FSP,LFVP,PM-SP,Saint-Pierre,St Pierre Airport,0,46.76290131,-56.17309952,27,M,5900,1,8,2000,http://en.wikipedia.org/wiki/Saint-Pierre_Airport,,,,
FTE,SAWC,AR-Z,El Calafate,El Calafate Airport,0,-50.2803,-72.053101,669,M,8366,1,9,2375,https://en.wikipedia.org/wiki/Comandante_Armando_Tola_International_Airport,,,,
FTI,NSFQ,AS-U-A,Fitiuta Village,Fitiuta Airport,0,-14.2172,-169.425003,110,M,3190,1,5,1687,http://en.wikipedia.org/wiki/Fitiuta_Airport,,,,
FTU,FMSD,MG-U,T??lanaro,T??lanaro Airport,0,-25.03809929,46.95610046,29,M,5280,1,7,2041,http://en.wikipedia.org/wiki/T%C3%B4lanaro_Airport,,,,
FUE,GCFV,ES-CN,Fuerteventura Island,Fuerteventura Airport,0,28.45269966,-13.86380005,85,M,7874,1,10,9801,http://en.wikipedia.org/wiki/El_Matorral_Airport,,,,
FUG,ZSFY,CN-U-A,Fuyang,Fuyang Xiguan Airport,0,32.882157,115.734364,104,M,2500,1,5,3952,http://en.wikipedia.org/wiki/Fuyang_Xiguan_Airport,,,,
FUJ,RJFE,JP-42,Goto,Fukue Airport,0,32.66630173,128.8329926,273,M,6561,1,8,2020,http://en.wikipedia.org/wiki/Goto-Fukue_Airport,,,,
FUK,RJFF,JP-40,Fukuoka,Fukuoka Airport,0,33.58589935,130.451004,32,L,9186,1,11,17000,http://en.wikipedia.org/wiki/Fukuoka_Airport,,,,
FUN,NGFU,TV-FUN,Funafuti,Funafuti International Airport,0,-8.525,179.195999,9,M,5040,1,6,2395,http://en.wikipedia.org/wiki/Funafuti_International_Airport,,,,
FUO,ZGFS,CN-44,Foshan,Foshan Shadi Airport,0,23.08329964,113.0699997,6,M,3500,1,5,6561,http://en.wikipedia.org/wiki/Foshan_Shadi_Airport,,,,
FUT,NLWF,WF-U-A,Futuna Island,Pointe Vele Airport,0,-14.31140041,-178.0659943,20,M,3609,1,5,2145,http://en.wikipedia.org/wiki/Pointe_Vele_Airport,,,,
FYJ,ZYFY,CN-23,Fuyuan,Dongji Aiport,0,48.199494,134.366447,0,M,3100,1,5,3003,https://en.wikipedia.org/wiki/Fuyuan_Dongji_Airport,,,,
FYN,ZWFY,CN-65,Fuyun,Fuyun Koktokay Airport,0,46.804169,89.512006,3081,M,3500,1,5,6322,https://en.wikipedia.org/wiki/Fuyun_Koktokay_Airport,,,,
GAE,DTTG,TN-81,Gab?¿s,Gab?¿s Matmata International Airport,0,33.87689972,10.10330009,26,M,3702,1,5,2187,http://en.wikipedia.org/wiki/Gab%C3%A8s_-_Matmata_International_Airport,,,,
GAF,DTTF,TN-71,Gafsa,Gafsa Ksar International Airport,0,34.42200089,8.822500229,1060,M,9514,1,10,2187,http://en.wikipedia.org/wiki/Gafsa_-_Ksar_International_Airport,,,,
GAJ,RJSC,JP-06,Yamagata,Yamagata Airport,0,38.41189957,140.3710022,353,M,6560,1,8,2020,http://en.wikipedia.org/wiki/Yamagata_Airport,,,,
GAO,MUGT,CU-14,Guant?ínamo,Mariana Grajales Airport,0,20.08530045,-75.15830231,56,M,8025,1,9,1916,http://en.wikipedia.org/wiki/Mariana_Grajales_Airport,,,,
GAQ,GAGO,ML-7,,Gao Airport,0,16.24839973,-0.005456,870,M,8202,1,9,2041,http://en.wikipedia.org/wiki/Gao_International_Airport,,,,
GBE,FBSK,BW-SE,Gaborone,Sir Seretse Khama International Airport,0,-24.55520058,25.91819954,3299,M,9843,1,11,2229,http://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport,,,,
GCC,KGCC,US-WY,Gillette,Gillette Campbell County Airport,0,44.34889984,-105.5390015,4365,M,7500,2,13,1687,http://en.wikipedia.org/wiki/Gillette%E2%80%93Campbell_County_Airport,,,,
GCI,EGJB,GG-U-A,Saint Peter Port,Guernsey Airport,0,49.43500137,-2.601969957,336,M,4800,1,7,1937,http://en.wikipedia.org/wiki/Guernsey_Airport,,,,
GCK,KGCK,US-KS,Garden City,Garden City Regional Airport,0,37.92750168,-100.723999,2891,M,7300,2,12,1979,http://en.wikipedia.org/wiki/Garden_City_Regional_Airport,,,,
GCM,MWCR,KY-U-A,Georgetown,Owen Roberts International Airport,0,19.2928009,-81.35769653,8,L,7021,1,9,5781,http://en.wikipedia.org/wiki/Owen_Roberts_International_Airport,,,,
GCN,KGCN,US-AZ,Grand Canyon,Grand Canyon National Park Airport,0,35.95240021,-112.1470032,6609,M,8999,1,11,1729,http://en.wikipedia.org/wiki/Grand_Canyon_National_Park_Airport,,,,
GDE,HAGO,ET-SO,Gode,Gode Airport,0,5.935130119,43.57860184,834,M,7505,1,9,2083,http://en.wikipedia.org/wiki/Gode_Airport,,,,
GDN,EPGD,PL-PM,Gda?äsk,Gda?äsk Lech Wa?é?Ösa Airport,0,54.37760162,18.46619987,489,L,9186,1,10,12006,http://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,,,,
GDQ,HAGN,ET-AM,Gondar,Gonder Airport,0,12.51990032,37.43399811,6449,M,9072,1,10,2020,http://en.wikipedia.org/wiki/Gondar_Airport,,,,
GDT,MBGT,TC-GT,Cockburn Town,JAGS McCartney International Airport,0,21.44449997,-71.14230347,13,M,6362,1,8,2166,http://en.wikipedia.org/wiki/JAGS_McCartney_International_Airport,,,,
GDX,UHMM,RU-KLU,Sokol,Sokol Airport,0,59.911111,150.720556,18,M,2700,1,6,2441,http://en.wikipedia.org/wiki/Sokol_Airport,,,,
GDZ,URKG,RU-KDA,Gelendzhik,Gelendzhik Airport,0,44.58209263,38.01248074,98,M,3100,1,5,3372,https://en.wikipedia.org/wiki/Gelendzhik_Airport,,,,
GEA,NWWM,NC-U-A,Noum??a,Noum??a Magenta Airport,0,-22.25830078,166.4730072,10,M,4101,1,7,1833,http://en.wikipedia.org/wiki/Noum%C3%A9a_Magenta_Airport,,,,
GEL,SBNM,BR-RS,Santo ?éngelo,Santo ?éngelo Airport,0,-28.28170013,-54.16910172,1056,M,5331,1,7,2125,0,,,,
GER,MUNG,CU-99,Nueva Gerona,Rafael Cabrera Airport,0,21.83469963,-82.78379822,79,M,8202,2,12,1812,http://en.wikipedia.org/wiki/Rafael_P%C3%A9rez_Airport,,,,
GES,RPMR,PH-SCO,General Santos,General Santos International Airport,0,6.058000088,125.0960007,505,M,10587,1,12,2229,http://en.wikipedia.org/wiki/General_Santos_International_Airport,,,,
GET,YGEL,AU-WA,Geraldton,Geraldton Airport,0,-28.796101,114.707001,121,M,1981,3,5,8475,http://en.wikipedia.org/wiki/Geraldton_Airport,,,,
GEV,ESNG,SE-BD,G?ñllivare,G?ñllivare Airport,0,67.13240051,20.81459999,1027,M,5623,1,7,2208,http://en.wikipedia.org/wiki/G%C3%A4llivare_Airport,,,,
GFK,KGFK,US-ND,Grand Forks,Grand Forks International Airport,0,47.949299,-97.176102,845,M,7349,4,17,2041,http://en.wikipedia.org/wiki/Grand_Forks_International_Airport,,,,
GGG,KGGG,US-TX,Longview,East Texas Regional Airport,0,32.38399887,-94.71150208,365,M,10000,2,14,2020,http://en.wikipedia.org/wiki/East_Texas_Regional_Airport,,,,
GGT,MYEF,BS-EX,George Town,Exuma International Airport,0,23.56259918,-75.87799835,9,M,7051,1,8,1750,http://en.wikipedia.org/wiki/Exuma_International_Airport,,,,
GGW,KGGW,US-MT,Glasgow,Wokal Field Glasgow International Airport,0,48.212502,-106.614998,2296,M,5001,2,10,2208,http://en.wikipedia.org/wiki/Glasgow_Airport_(US),,,,
GHA,DAUG,DZ-47,Gharda?»a,Noum??rat - Moufdi Zakaria Airport,0,32.38410187,3.79411006,1512,M,10171,2,13,2062,http://en.wikipedia.org/wiki/Noumerate_Airport,,,,
GHB,MYEM,BS-GH,Governor's Harbour,Governor's Harbour Airport,0,25.28470039,-76.33100128,26,M,8024,1,9,1875,http://en.wikipedia.org/wiki/Governor's_Harbour_Airport,,,,
GHT,HLGT,LY-GT,Ghat,Ghat Airport,0,25.14559937,10.14260006,2296,M,11811,2,15,1750,http://en.wikipedia.org/wiki/Ghat_Airport,,,,
GIB,LXGB,GI-U-A,Gibraltar,Gibraltar Airport,0,36.15119934,-5.34965992,15,M,6000,1,8,2083,http://en.wikipedia.org/wiki/Gibraltar_Airport,,,,
GIL,OPGT,PK-NA,Gilgit,Gilgit Airport,0,35.91880035,74.33360291,4796,M,5400,2,10,2104,http://en.wikipedia.org/wiki/Gilgit_Airport,,,,
